"LanguageFamily"
"key","code","name","note",
"58","Kxa","Kxa languages","Kxa languages",
"59","Lakes Plain","Lakes Plain languages","Lakes Plain languages",
"60","Left May","Left May languages","Left May languages",
"61","Lencan","Lencan languages","Lencan languages",
"62","Limilngan","Limilngan languages","Limilngan languages",
"63","LuleVilela","LuleVilela languages","LuleVilela languages",
"64","Luorawetlan","Luorawetlan languages","Luorawetlan languages",
"65","Mairasi","Mairasi languages","Mairasi languages",
"66","Mande","Mande languages","Mande languages",
"67","Mascoian","Mascoian languages","Mascoian languages",
"68","Mashakalian","Mashakalian languages","Mashakalian languages",
"69","Matacoan","Matacoan languages","Matacoan languages",
"70","Mayan","Mayan languages","Mayan languages",
"71","MiaoYao","MiaoYao languages","MiaoYao languages",
"72","Mirndi","Mirndi languages","Mirndi languages",
"73","Misumalpan","Misumalpan languages","Misumalpan languages",
"74","MixeZoquean","MixeZoquean languages","MixeZoquean languages",
"75","Mongolic","Mongolic languages","Mongolic languages",
"76","Mosetenan","Mosetenan languages","Mosetenan languages",
"77","Mura","Mura languages","Mura languages",
"78","Muskogean","Muskogean languages","Muskogean languages",
"79","NaDene","NaDene languages","NaDene languages",
"80","Nadahup","Nadahup languages","Nadahup languages",
"81","Nambiquaran","Nambiquaran languages","Nambiquaran languages",
"82","NigerCongo","NigerCongo languages","NigerCongo languages",
"83","NiloSaharan","NiloSaharan languages","NiloSaharan languages",
"84","Nimboran","Nimboran languages","Nimboran languages",
"85","North Bougainville","North Bougainville languages","North Bougainville languages",
"86","Northeast Caucasian","Northeast Caucasian languages","Northeast Caucasian languages",
"87","Northwest Caucasian","Northwest Caucasian languages","Northwest Caucasian languages",
"88","Nyulnyulan","Nyulnyulan languages","Nyulnyulan languages",
"89","Ongan","Ongan languages","Ongan languages",
"90","OtoManguean","OtoManguean languages","OtoManguean languages",
"91","Otomakoan","Otomakoan languages","Otomakoan languages",
"92","PamaNyungan","PamaNyungan languages","PamaNyungan languages",
"93","PanoTacanan","PanoTacanan languages","PanoTacanan languages",
"94","PebaYaguan","PebaYaguan languages","PebaYaguan languages",
"95","Penutian","Penutian","Penutian",
"96","Piawi","Piawi languages","Piawi languages",
"97","Puinavean","Puinavean languages","Puinavean languages",
"98","Quechuan","Quechuan languages","Quechuan languages",
"99","Ramu Lower Sepik","Ramu Lower Sepik languages","Ramu Lower Sepik languages",
"100","Salishan","Salishan languages","Salishan languages",
"101","Salivan","Salivan languages","Salivan languages",
"102","Senagi","Senagi languages","Senagi languages",
"103","Sepik","Sepik languages","Sepik languages",
"104","Siangic","Siangic","Siangic",
"105","SinoTibetan","SinoTibetan languages","SinoTibetan languages",
"106","SiouanCatawban","SiouanCatawban languages","SiouanCatawban languages",
"107","Skou","Skou languages","Skou languages",
"108","Songhay","Songhay languages","Songhay languages",
"109","South Bougainville","South Bougainville languages","South Bougainville languages",
"110","Southern Daly","Southern Daly","Southern Daly",
"111","TaiKadai","TaiKadai languages","TaiKadai languages",
"112","Tanoan","Tanoan languages","Tanoan languages",
"113","TequiracaCanichana","TequiracaCanichana languages","TequiracaCanichana languages",
"114","Timotean","Timotean languages","Timotean languages",
"115","Tiniguan","Tiniguan languages","Tiniguan languages",
"117","Tor?Kwerba","TorKwerba languages","TorKwerba languages",
"116","Torricelli","Torricelli languages","Torricelli languages",
"118","Totonacan","Totonacan languages","Totonacan languages",
"119","TransFly Bulaka Riv","TransFly Bulaka River languages","TransFly Bulaka River languages",
"120","TransNew Guinea","TransNew Guinea","TransNew Guinea",
"121","Tucanoan","Tucanoan languages","Tucanoan languages",
"122","Tungusic","Tungusic languages","Tungusic languages",
"123","Tupian","Tupian languages","Tupian languages",
"124","Turkic","Turkic languages","Turkic languages",
"125","Tuu","Tuu languages","Tuu languages",
"126","Ubangian","Ubangian languages","Ubangian languages",
"127","Uralic","Uralic languages","Uralic languages",
"128","UruChipaya","UruChipaya languages","UruChipaya languages",
"129","UtoAztecan","UtoAztecan languages","UtoAztecan languages",
"130","Wagaydyic","Wagaydyic","Wagaydyic",
"131","Wakashan","Wakashan languages","Wakashan languages",
"132","West New Britain","West New Britain languages","West New Britain languages",
"133","West Papuan","West Papuan languages","West Papuan languages",
"134","Western Daly","Western Daly","Western Daly",
"135","Wintuan","Wintuan languages","Wintuan languages",
"136","Witotoan","Witotoan languages","Witotoan languages",
"137","Wororan","Wororan languages","Wororan languages",
"138","Xincan","Xincan languages","Xincan languages",
"139","Yabutian","Yabutian languages","Yabutian languages",
"140","Yanomam","Yanomam languages","Yanomam languages",
"141","Yeniseian","Yeniseian languages","Yeniseian languages",
"142","YokUtian","YokUtian languages","YokUtian languages",
"143","Yuat","Yuat languages","Yuat languages",
"144","Yukaghir","Yukaghir languages","Yukaghir languages",
"145","Yukian","Yukian languages","Yukian languages",
"146","Zamucoan","Zamucoan languages","Zamucoan languages",
"147","Zaparoan","Zaparoan languages","Zaparoan languages",
